1,103,1
2,238,1
3,253,1
4,441,2
5,443,1
6,841,4
7,846,1
8,847,1
9,857,1
10,879,1
11,931,2
12,1219,1
13,1298,1
14,1475,1
15,1484,1
16,1627,1
17,1916,1
18,1996,1
19,2028,1
20,2030,1
21,2031,1
22,2052,2
